scope,statistic,ngram_order,value,object_count,object_share,papers_present,paper_prevalence,conference_equal_paper_prevalence
all,caption_ngram,1,lines,97,0.017963,44,0.176,0.173333
all,caption_ngram,1,seeds,97,0.017963,31,0.124,0.13
all,caption_ngram,1,prediction,97,0.017963,40,0.16,0.161667
all,caption_ngram,1,scaling,97,0.017963,40,0.16,0.161667
all,caption_ngram,1,most,96,0.017778,50,0.2,0.201667
all,caption_ngram,1,diffusion,96,0.017778,28,0.112,0.106667
all,caption_ngram,1,via,95,0.017593,68,0.272,0.28
all,caption_ngram,1,question,95,0.017593,25,0.1,0.093333
all,caption_ngram,1,ratio,95,0.017593,43,0.172,0.175
all,caption_ngram,1,validation,95,0.017593,36,0.144,0.143333
all,caption_ngram,1,curves,94,0.017407,48,0.192,0.193333
all,caption_ngram,1,prompts,94,0.017407,33,0.132,0.138333
all,caption_ngram,1,appendix,94,0.017407,62,0.248,0.25
all,caption_ngram,1,human,94,0.017407,44,0.176,0.18
all,caption_ngram,1,gaussian,94,0.017407,24,0.096,0.103333
all,caption_ngram,1,weight,94,0.017407,27,0.108,0.12
all,caption_ngram,1,math,92,0.017037,20,0.08,0.083333
all,caption_ngram,1,given,92,0.017037,50,0.2,0.198333
all,caption_ngram,1,framework,92,0.017037,63,0.252,0.246667
all,caption_ngram,1,no,91,0.016852,54,0.216,0.21
all,caption_ngram,1,y,91,0.016852,28,0.112,0.118333
all,caption_ngram,1,high,91,0.016852,48,0.192,0.195
all,caption_ngram,1,result,90,0.016667,43,0.172,0.171667
all,caption_ngram,1,qualitative,90,0.016667,42,0.168,0.165
all,caption_ngram,1,consistently,89,0.016481,54,0.216,0.22
all,caption_ngram,1,cost,89,0.016481,38,0.152,0.158333
all,caption_ngram,1,highlighted,88,0.016296,36,0.144,0.136667
all,caption_ngram,1,effect,88,0.016296,51,0.204,0.208333
all,caption_ngram,1,weights,88,0.016296,29,0.116,0.125
all,caption_ngram,1,within,88,0.016296,57,0.228,0.228333
all,caption_ngram,1,green,87,0.016111,51,0.204,0.208333
all,caption_ngram,1,state,87,0.016111,33,0.132,0.135
all,caption_ngram,1,motion,87,0.016111,12,0.048,0.046667
all,caption_ngram,1,z,87,0.016111,21,0.084,0.093333
all,caption_ngram,1,q,87,0.016111,27,0.108,0.113333
all,caption_ngram,1,five,86,0.015926,40,0.16,0.163333
all,caption_ngram,1,pretraining,85,0.015741,15,0.06,0.063333
all,caption_ngram,1,learned,85,0.015741,34,0.136,0.15
all,caption_ngram,1,measured,84,0.015556,33,0.132,0.135
all,caption_ngram,1,overall,84,0.015556,46,0.184,0.181667
all,caption_ngram,1,part,83,0.01537,24,0.096,0.093333
all,caption_ngram,1,fixed,83,0.01537,46,0.184,0.198333
all,caption_ngram,1,points,83,0.01537,38,0.152,0.151667
all,caption_ngram,1,rl,83,0.01537,27,0.108,0.113333
all,caption_ngram,1,language,82,0.015185,32,0.128,0.118333
all,caption_ngram,1,user,82,0.015185,37,0.148,0.141667
all,caption_ngram,1,evaluate,82,0.015185,42,0.168,0.17
all,caption_ngram,1,llm,81,0.015,40,0.16,0.156667
all,caption_ngram,1,entropy,81,0.015,20,0.08,0.081667
all,caption_ngram,1,semantic,81,0.015,33,0.132,0.136667
all,caption_ngram,1,space,81,0.015,34,0.136,0.136667
all,caption_ngram,1,similarity,81,0.015,29,0.116,0.116667
all,caption_ngram,1,also,80,0.014815,50,0.2,0.19
all,caption_ngram,1,j,80,0.014815,20,0.08,0.08
all,caption_ngram,1,action,80,0.014815,29,0.116,0.125
all,caption_ngram,1,gradient,80,0.014815,25,0.1,0.11
all,caption_ngram,1,experimental,79,0.01463,28,0.112,0.111667
all,caption_ngram,1,correct,79,0.01463,30,0.12,0.118333
all,caption_ngram,1,proposed,79,0.01463,49,0.196,0.186667
all,caption_ngram,1,cifar,79,0.01463,13,0.052,0.05
all,caption_ngram,1,column,78,0.014444,42,0.168,0.175
all,caption_ngram,1,comparing,78,0.014444,44,0.176,0.175
all,caption_ngram,1,reported,78,0.014444,44,0.176,0.17
all,caption_ngram,1,class,78,0.014444,16,0.064,0.063333
all,caption_ngram,1,showing,78,0.014444,47,0.188,0.186667
all,caption_ngram,1,trajectories,78,0.014444,39,0.156,0.155
all,caption_ngram,1,trajectory,78,0.014444,35,0.14,0.141667
all,caption_ngram,1,details,78,0.014444,52,0.208,0.205
all,caption_ngram,1,strategies,77,0.014259,39,0.156,0.16
all,caption_ngram,1,layers,77,0.014259,34,0.136,0.15
all,caption_ngram,1,domain,77,0.014259,24,0.096,0.096667
all,caption_ngram,1,process,76,0.014074,49,0.196,0.2
all,caption_ngram,1,feature,76,0.014074,26,0.104,0.101667
all,caption_ngram,1,multiple,76,0.014074,44,0.176,0.173333
all,caption_ngram,1,reference,76,0.014074,38,0.152,0.151667
all,caption_ngram,1,pairs,76,0.014074,44,0.176,0.17
all,caption_ngram,1,linear,76,0.014074,37,0.148,0.153333
all,caption_ngram,1,small,76,0.014074,42,0.168,0.168333
all,caption_ngram,1,iterations,76,0.014074,23,0.092,0.096667
all,caption_ngram,1,algorithm,75,0.013889,30,0.12,0.12
all,caption_ngram,1,represents,74,0.013704,41,0.164,0.17
all,caption_ngram,1,then,74,0.013704,57,0.228,0.223333
all,caption_ngram,1,correlation,74,0.013704,28,0.112,0.111667
all,caption_ngram,1,steering,73,0.013519,6,0.024,0.028333
all,caption_ngram,1,deviation,72,0.013333,38,0.152,0.158333
all,caption_ngram,1,single,72,0.013333,52,0.208,0.213333
all,caption_ngram,1,outperforms,72,0.013333,38,0.152,0.158333
all,caption_ngram,1,dynamics,72,0.013333,33,0.132,0.141667
all,caption_ngram,1,larger,71,0.013148,42,0.168,0.161667
all,caption_ngram,1,additional,71,0.013148,45,0.18,0.18
all,caption_ngram,1,optimization,71,0.013148,34,0.136,0.14
all,caption_ngram,1,through,71,0.013148,44,0.176,0.175
all,caption_ngram,1,have,70,0.012963,44,0.176,0.176667
all,caption_ngram,1,line,70,0.012963,47,0.188,0.19
all,caption_ngram,1,compute,70,0.012963,37,0.148,0.158333
all,caption_ngram,1,imbalance,70,0.012963,6,0.024,0.023333
all,caption_ngram,1,middle,70,0.012963,41,0.164,0.158333
all,caption_ngram,1,representations,70,0.012963,28,0.112,0.116667
all,caption_ngram,1,answer,69,0.012778,21,0.084,0.081667
all,caption_ngram,1,generate,69,0.012778,41,0.164,0.155
all,caption_ngram,1,represent,69,0.012778,34,0.136,0.13
all,caption_ngram,1,query,69,0.012778,31,0.124,0.126667
all,caption_ngram,1,transformer,69,0.012778,25,0.1,0.103333
all,caption_ngram,1,consistent,69,0.012778,43,0.172,0.171667
all,caption_ngram,1,types,68,0.012593,31,0.124,0.12
all,caption_ngram,1,case,68,0.012593,34,0.136,0.131667
all,caption_ngram,1,position,68,0.012593,26,0.104,0.096667
all,caption_ngram,1,outputs,68,0.012593,37,0.148,0.145
all,caption_ngram,1,reconstruction,68,0.012593,25,0.1,0.096667
all,caption_ngram,1,b-instruct,67,0.012407,22,0.088,0.086667
all,caption_ngram,1,response,67,0.012407,29,0.116,0.111667
all,caption_ngram,1,increasing,67,0.012407,38,0.152,0.148333
all,caption_ngram,1,statistics,67,0.012407,41,0.164,0.165
all,caption_ngram,1,plot,67,0.012407,37,0.148,0.158333
all,caption_ngram,1,pipeline,67,0.012407,45,0.18,0.175
all,caption_ngram,1,comparisons,67,0.012407,31,0.124,0.118333
all,caption_ngram,1,conditional,67,0.012407,19,0.076,0.076667
all,caption_ngram,1,rank,67,0.012407,26,0.104,0.105
all,caption_ngram,1,matrix,67,0.012407,24,0.096,0.103333
all,caption_ngram,1,large,66,0.012222,45,0.18,0.178333
all,caption_ngram,1,note,66,0.012222,44,0.176,0.183333
all,caption_ngram,1,numbers,66,0.012222,39,0.156,0.148333
all,caption_ngram,1,efficiency,66,0.012222,49,0.196,0.195
all,caption_ngram,1,increases,66,0.012222,44,0.176,0.181667
all,caption_ngram,1,selected,66,0.012222,37,0.148,0.148333
all,caption_ngram,1,dimension,66,0.012222,30,0.12,0.125
all,caption_ngram,1,highest,66,0.012222,19,0.076,0.081667
all,caption_ngram,1,categories,65,0.012037,26,0.104,0.101667
all,caption_ngram,1,point,65,0.012037,41,0.164,0.166667
all,caption_ngram,1,errors,65,0.012037,30,0.12,0.118333
all,caption_ngram,1,rows,65,0.012037,28,0.112,0.108333
all,caption_ngram,1,underlined,65,0.012037,29,0.116,0.11
all,caption_ngram,1,experiment,64,0.011852,29,0.116,0.12
all,caption_ngram,1,system,64,0.011852,28,0.112,0.106667
all,caption_ngram,1,improves,64,0.011852,40,0.16,0.163333
all,caption_ngram,1,parameters,64,0.011852,38,0.152,0.15
all,caption_ngram,1,transfer,64,0.011852,16,0.064,0.063333
all,caption_ngram,1,stage,64,0.011852,23,0.092,0.093333
all,caption_ngram,1,lr,64,0.011852,5,0.02,0.02
all,caption_ngram,1,capturing,64,0.011852,6,0.024,0.023333
all,caption_ngram,1,videos,63,0.011667,13,0.052,0.051667
all,caption_ngram,1,has,63,0.011667,44,0.176,0.173333
all,caption_ngram,1,negative,63,0.011667,25,0.1,0.103333
all,caption_ngram,1,approximation,63,0.011667,13,0.052,0.06
all,caption_ngram,1,architecture,62,0.011481,48,0.192,0.185
all,caption_ngram,1,orange,62,0.011481,37,0.148,0.16
all,caption_ngram,1,train,62,0.011481,32,0.128,0.123333
all,caption_ngram,1,detailed,62,0.011481,34,0.136,0.14
all,caption_ngram,1,representation,62,0.011481,33,0.132,0.13
all,caption_ngram,1,similar,62,0.011481,39,0.156,0.146667
all,caption_ngram,1,feedback,62,0.011481,13,0.052,0.053333
all,caption_ngram,1,filtering,61,0.011296,10,0.04,0.04
all,caption_ngram,1,distributions,61,0.011296,36,0.144,0.146667
all,caption_ngram,1,batch,61,0.011296,30,0.12,0.118333
all,caption_ngram,1,uses,61,0.011296,42,0.168,0.171667
all,caption_ngram,1,optimal,61,0.011296,25,0.1,0.105
all,caption_ngram,1,last,60,0.011111,37,0.148,0.14
all,caption_ngram,1,specific,60,0.011111,32,0.128,0.123333
all,caption_ngram,1,diverse,60,0.011111,43,0.172,0.168333
all,caption_ngram,1,impact,60,0.011111,37,0.148,0.15
all,caption_ngram,1,retrieval,60,0.011111,19,0.076,0.076667
all,caption_ngram,1,low,60,0.011111,36,0.144,0.145
all,caption_ngram,1,generalization,60,0.011111,32,0.128,0.136667
all,caption_ngram,1,sft,60,0.011111,16,0.064,0.061667
all,caption_ngram,1,highlight,60,0.011111,19,0.076,0.075
all,caption_ngram,1,actions,59,0.010926,27,0.108,0.108333
all,caption_ngram,1,means,59,0.010926,28,0.112,0.113333
all,caption_ngram,1,domains,59,0.010926,19,0.076,0.078333
all,caption_ngram,1,auc,59,0.010926,12,0.048,0.045
all,caption_ngram,1,significantly,59,0.010926,42,0.168,0.163333
all,caption_ngram,1,std,59,0.010926,15,0.06,0.06
all,caption_ngram,1,agreement,59,0.010926,13,0.052,0.05
all,caption_ngram,1,total,58,0.010741,40,0.16,0.17
all,caption_ngram,1,risk,58,0.010741,9,0.036,0.038333
all,caption_ngram,1,configuration,57,0.010556,34,0.136,0.14
all,caption_ngram,1,encoder,57,0.010556,27,0.108,0.098333
all,caption_ngram,1,strategy,57,0.010556,32,0.128,0.126667
all,caption_ngram,1,ground-truth,57,0.010556,29,0.116,0.111667
all,caption_ngram,1,stable,57,0.010556,35,0.14,0.143333
all,caption_ngram,1,bars,57,0.010556,25,0.1,0.106667
all,caption_ngram,1,regression,57,0.010556,12,0.048,0.053333
all,caption_ngram,1,order,56,0.01037,23,0.092,0.091667
all,caption_ngram,1,perplexity,56,0.01037,17,0.068,0.066667
all,caption_ngram,1,queries,56,0.01037,16,0.064,0.068333
all,caption_ngram,1,hyperparameter,56,0.01037,31,0.124,0.126667
all,caption_ngram,1,subset,55,0.010185,27,0.108,0.113333
all,caption_ngram,1,versus,55,0.010185,38,0.152,0.155
all,caption_ngram,1,gsm,55,0.010185,14,0.056,0.06
all,caption_ngram,1,scales,55,0.010185,34,0.136,0.14
all,caption_ngram,1,components,55,0.010185,35,0.14,0.145
all,caption_ngram,1,cases,55,0.010185,36,0.144,0.146667
all,caption_ngram,1,questions,55,0.010185,13,0.052,0.048333
all,caption_ngram,1,verified,55,0.010185,7,0.028,0.026667
all,caption_ngram,1,llms,54,0.01,25,0.1,0.096667
all,caption_ngram,1,denote,54,0.01,34,0.136,0.146667
all,caption_ngram,1,quantitative,54,0.01,28,0.112,0.111667
all,caption_ngram,1,probability,54,0.01,31,0.124,0.13
all,caption_ngram,1,times,54,0.01,22,0.088,0.085
all,caption_ngram,1,selection,54,0.01,26,0.104,0.11
all,caption_ngram,1,grpo,54,0.01,14,0.056,0.06
all,caption_ngram,1,how,53,0.009815,34,0.136,0.138333
all,caption_ngram,1,sampled,53,0.009815,28,0.112,0.116667
all,caption_ngram,1,levels,53,0.009815,30,0.12,0.123333
all,caption_ngram,1,section,53,0.009815,32,0.128,0.131667
all,caption_ngram,1,behavior,53,0.009815,30,0.12,0.125
all,caption_ngram,1,search,53,0.009815,25,0.1,0.095
all,caption_ngram,1,new,53,0.009815,29,0.116,0.108333
all,caption_ngram,1,main,53,0.009815,32,0.128,0.13
all,caption_ngram,1,predictions,53,0.009815,23,0.092,0.09
all,caption_ngram,1,verification,52,0.00963,15,0.06,0.058333
all,caption_ngram,1,up,52,0.00963,33,0.132,0.135
all,caption_ngram,1,distance,52,0.00963,27,0.108,0.106667
all,caption_ngram,1,decoding,52,0.00963,18,0.072,0.071667
all,caption_ngram,1,improvement,52,0.00963,34,0.136,0.136667
all,caption_ngram,1,true,52,0.00963,24,0.096,0.096667
all,caption_ngram,1,even,52,0.00963,40,0.16,0.163333
all,caption_ngram,1,among,52,0.00963,33,0.132,0.121667
all,caption_ngram,1,control,52,0.00963,26,0.104,0.106667
all,caption_ngram,1,latency,51,0.009444,25,0.1,0.098333
all,caption_ngram,1,plots,51,0.009444,33,0.132,0.138333
all,caption_ngram,1,variants,51,0.009444,31,0.124,0.12
all,caption_ngram,1,fine-tuning,51,0.009444,25,0.1,0.1
all,caption_ngram,1,objective,51,0.009444,26,0.104,0.105
all,caption_ngram,1,does,51,0.009444,37,0.148,0.15
all,caption_ngram,1,coverage,51,0.009444,16,0.064,0.068333
all,caption_ngram,1,consistency,51,0.009444,26,0.104,0.105
all,caption_ngram,1,robustness,51,0.009444,25,0.1,0.101667
all,caption_ngram,1,dimensions,51,0.009444,19,0.076,0.073333
all,caption_ngram,1,was,50,0.009259,31,0.124,0.121667
all,caption_ngram,1,generates,50,0.009259,35,0.14,0.135
all,caption_ngram,1,pair,50,0.009259,26,0.104,0.103333
all,caption_ngram,1,here,50,0.009259,32,0.128,0.128333
all,caption_ngram,1,ours,50,0.009259,22,0.088,0.088333
all,caption_ngram,1,intermediate,50,0.009259,27,0.108,0.111667
all,caption_ngram,1,imagenet,50,0.009259,14,0.056,0.056667
all,caption_ngram,1,exhibits,50,0.009259,32,0.128,0.133333
all,caption_ngram,1,regions,50,0.009259,34,0.136,0.145
all,caption_ngram,1,norm,50,0.009259,21,0.084,0.093333
all,caption_ngram,1,raw,50,0.009259,11,0.044,0.043333
all,caption_ngram,1,initial,50,0.009259,33,0.132,0.143333
all,caption_ngram,1,th,50,0.009259,8,0.032,0.03
all,caption_ngram,1,modality,50,0.009259,5,0.02,0.02
all,caption_ngram,1,level,49,0.009074,26,0.104,0.106667
all,caption_ngram,1,temperature,49,0.009074,19,0.076,0.076667
all,caption_ngram,1,configurations,49,0.009074,35,0.14,0.136667
all,caption_ngram,1,direct,49,0.009074,18,0.072,0.073333
all,caption_ngram,1,including,49,0.009074,39,0.156,0.15
all,caption_ngram,1,failure,49,0.009074,29,0.116,0.108333
all,caption_ngram,1,absolute,49,0.009074,25,0.1,0.096667
all,caption_ngram,1,budget,49,0.009074,25,0.1,0.11
all,caption_ngram,1,forward,49,0.009074,20,0.08,0.085
all,caption_ngram,1,confidence,49,0.009074,17,0.068,0.068333
all,caption_ngram,1,environment,49,0.009074,22,0.088,0.088333
all,caption_ngram,1,instruction,48,0.008889,15,0.06,0.061667
all,caption_ngram,1,default,48,0.008889,27,0.108,0.111667
all,caption_ngram,1,flow,48,0.008889,23,0.092,0.093333
all,caption_ngram,1,embedding,48,0.008889,25,0.1,0.1
all,caption_ngram,1,setup,48,0.008889,28,0.112,0.118333
all,caption_ngram,1,generally,48,0.008889,12,0.048,0.045
all,caption_ngram,1,block,47,0.008704,23,0.092,0.095
all,caption_ngram,1,six,47,0.008704,20,0.08,0.08
all,caption_ngram,1,ground,47,0.008704,23,0.092,0.091667
all,caption_ngram,1,directly,47,0.008704,39,0.156,0.158333
all,caption_ngram,1,percentage,47,0.008704,32,0.128,0.125
all,caption_ngram,1,vl,47,0.008704,12,0.048,0.046667
all,caption_ngram,1,sequences,47,0.008704,25,0.1,0.1
all,caption_ngram,1,key,47,0.008704,33,0.132,0.13
all,caption_ngram,1,phase,47,0.008704,14,0.056,0.055
all,caption_ngram,1,difference,47,0.008704,26,0.104,0.101667
all,caption_ngram,1,variance,47,0.008704,24,0.096,0.1
all,caption_ngram,1,dots,47,0.008704,12,0.048,0.051667
all,caption_ngram,1,update,47,0.008704,23,0.092,0.098333
all,caption_ngram,1,backbone,46,0.008519,18,0.072,0.075
all,caption_ngram,1,maximum,46,0.008519,29,0.116,0.118333
all,caption_ngram,1,solve,46,0.008519,9,0.036,0.036667
all,caption_ngram,1,tool,46,0.008519,12,0.048,0.046667
all,caption_ngram,1,randomly,46,0.008519,26,0.104,0.098333
all,caption_ngram,1,out,46,0.008519,30,0.12,0.125
all,caption_ngram,1,remains,46,0.008519,34,0.136,0.143333
all,caption_ngram,1,independent,46,0.008519,22,0.088,0.091667
all,caption_ngram,1,ir,46,0.008519,5,0.02,0.021667
all,caption_ngram,1,classification,46,0.008519,18,0.072,0.078333
all,caption_ngram,1,predicted,46,0.008519,30,0.12,0.123333
all,caption_ngram,1,ood,46,0.008519,14,0.056,0.056667
all,caption_ngram,1,due,45,0.008333,35,0.14,0.138333
all,caption_ngram,1,real-world,45,0.008333,15,0.06,0.063333
all,caption_ngram,1,truth,45,0.008333,23,0.092,0.091667
all,caption_ngram,1,if,45,0.008333,31,0.124,0.126667
all,caption_ngram,1,threshold,45,0.008333,19,0.076,0.08
all,caption_ngram,1,indicating,45,0.008333,34,0.136,0.143333
all,caption_ngram,1,curve,45,0.008333,29,0.116,0.115
all,caption_ngram,1,whereas,45,0.008333,31,0.124,0.128333
all,caption_ngram,1,second-best,45,0.008333,23,0.092,0.093333
all,caption_ngram,1,strong,45,0.008333,26,0.104,0.106667
all,caption_ngram,1,variations,45,0.008333,14,0.056,0.051667
all,caption_ngram,1,natural,44,0.008148,15,0.06,0.058333
all,caption_ngram,1,gap,44,0.008148,28,0.112,0.118333
all,caption_ngram,1,pairwise,44,0.008148,20,0.08,0.075
all,caption_ngram,1,format,44,0.008148,16,0.064,0.065
all,caption_ngram,1,causal,44,0.008148,17,0.068,0.065
all,caption_ngram,1,third,44,0.008148,14,0.056,0.053333
all,caption_ngram,1,downstream,44,0.008148,20,0.08,0.08
all,caption_ngram,1,properties,44,0.008148,8,0.032,0.031667
all,caption_ngram,1,inputs,44,0.008148,28,0.112,0.111667
all,caption_ngram,1,mi,44,0.008148,6,0.024,0.021667
all,caption_ngram,1,typically,44,0.008148,15,0.06,0.063333
all,caption_ngram,1,color,43,0.007963,24,0.096,0.096667
all,caption_ngram,1,knowledge,43,0.007963,19,0.076,0.078333
all,caption_ngram,1,runtime,43,0.007963,23,0.092,0.098333
all,caption_ngram,1,before,43,0.007963,30,0.12,0.118333
all,caption_ngram,1,observed,43,0.007963,27,0.108,0.106667
